hash_name,transcription,age,gender,first_language,socioeconomic_bkgd,ethnicity,audio_dur,model_transcription
e59f2f1dd21cf83d0bead55d35318104,hey send message to claire how was that concert,31 - 45,female,English,Low,"Native American, American Indian, or Alaska Native",5.595625,hey send message to Claire how was that concert
5d0a751ed971319453fea11129d1c25b,send message what a great idea i'll meet you at the shopping mall at nine am,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",5.589,send message what a great idea I'll meet you at the shopping mall at 9:00 a.m.
f5d5179787c608c79ba3e241fe41f0e9,please don't put this current song on my favorite list,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",5.56,please don't put this current song on my favorite list
e38dd718c5c0712f3d00593045fef157,hey facebook end the call,31 - 45,female,English,Low,Black or African American,5.56,hey Facebook and the call
12b5f58763514af122d1765b5e6728f0,text david did you know putin is hiding in his forest palace,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",5.525,text David did you know Putin is hiding in his Forest Palace
8b22e479f4b8c8192340fdf91469fb06,send message awesome i'll see you tomorrow at noon have a good night,23 - 30,female,English,Low,"Hispanic, Latino, or Spanish",5.52,send message awesome I'll see you tomorrow at noon have a good night
2558f0eb69c19f64b9cdb3f118e66aad,hey facebook play my most recent spotify playlist,23 - 30,female,English,Affluent,"Native American, American Indian, or Alaska Native",5.503625,hey Facebook play my most recent Spotify playlist
c0666d3372df48c34210fed28ad8cf68,open pandora and play jay-z,31 - 45,male,English,Low,"Native American, American Indian, or Alaska Native",5.5,open Pandora and play Jay-Z
f1c12ff63fe22299e1e5aba86a237857,hey facebook call dad,31 - 45,female,English,Medium,White,5.4823125,hey Facebook call Dad
1f7af4d6e8d920ba8cdc8b2223fd8e96,play twenty one pilots radio using iheartradio station,23 - 30,female,English,Medium,"Native American, American Indian, or Alaska Native",5.4823125,play 21 pilots radio using iHeart radio station
b5fe48b8671c59918bf53c03d4dc9f41,hey facebook do not autoread next text,31 - 45,female,English,Medium,"Asian, South Asian or Asian American",5.44,hey Facebook do not Auto read next text
c2fe754fe25f9b47d87f33df577071e0,i can't find the bedsheet any more can you tell me the location,31 - 45,male,English,Low,Black or African American,5.439625,I can't find the best shoot anymore can you tell me the location
42550b277588f59f7c26b65015e27589,hey facebook post picture to story to close friends on instagram,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",5.439625,hey Facebook post picture to story to close friends on Instagram
f1fa04b1e9249b155f66d3342eca7968,hey facebook can add person three to a conference call,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",5.397,her Facebook connect person 3 to a conference call
824c475d50c2c4665d8b17ca9d16e1b2,hey facebook go to camera and take my photo,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",5.36,a Facebook group to camera and take my photo
a5d1355fc0200e12fbf0a3d8d838f74b,hey facebook change online status to unavailable,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",5.28,a Facebook change online status to unavailable
32af9286a9df4e62eb58347f5f5c60a2,text abby i will be there in three minutes,31 - 45,male,English,Medium,Black or African American,5.247625,text Abby I will be there in 3 minutes
17ed1d07af25637d088b02c6fa806a66,hey facebook go to recording and start the record,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",5.24,a Facebook go to recording and start the record
76395fbbf5504aef6441210b3cacf5fd,hey facebook pause the music,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",5.205,hey Facebook pause the music
878eb3e8631efe7304a4a0f9e86353ea,hey do you wanna meet us at the coffee shop at three,46 - 65,female,English,Low,White,5.2,hey do you want to meet us at the coffee shop at 3
84119f4d1f4996e03881c4b7055f8e40,what are the chances that's so crazy that you even ran into him,31 - 45,female,English,Low,"Asian, South Asian or Asian American",5.2,what are the chances that's so crazy that you even ran into him
9a84462284159ccc362616be3c1c8229,okay he is coming to my house today this evening,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",5.183625,okay he's coming to my house today this evening
fa3e8d938107f16f403a377dc0291411,hi you are very handsome,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",5.183625,hi you are very handsome
dba51e8802848ca3e98a97902a3f976c,hey facebook send this photo to my love,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",5.1623125,hey Facebook Send this photo to my love
00e82b06c6f51bf86749b9b0d71fe710,reply that sounds great i will see you tomorrow morning at the gym,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",5.1623125,reply that sounds great I will see you tomorrow morning at the gym
9349936546b47472c044b76fe8a7d9e4,hey facebook please end this call,31 - 45,male,English,Medium,White,5.1623125,hey Facebook please end this call
d536f938fb919e3c964fbb60993adcf4,hey facebook can you stop the video record,31 - 45,male,English,Medium,Black or African American,5.12,hey Facebook can you stop the video record
afe0bf79238e93720fbb791ef8f01d2f,please resume the current music,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",5.12,please resume the current music
c45d1e0380f7221da320d1e5ddf9f928,hey facebook put me online right away,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",5.12,a Facebook put me online right away
1714411277e47565f6da8fc346993031,hey facebook add person two to this call,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",5.119625,hey Facebook ad person 2 to this call
3f0a05759a8451945224812c37d124ca,hey facebook call rohit on whatsapp call,18 - 22,male,Hindi,Low,Middle Eastern or North African,5.08,f Facebook call Rohit on WhatsApp call
8e5ca785065a1600ec263f973d0de938,hey facebook go to camera and take pictures,18 - 22,male,Hindi,Low,Middle Eastern or North African,5.08,a Facebook go to camera and take pictures
0333daa1e85e77dcc8f018ccf84821f3,hey facebook start recording video in five,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",5.08,hey Facebook start recording video in 5
06895449c4e5382951177203a6fe83ca,hey facebook call priya on messenger app,18 - 22,male,Hindi,Low,Middle Eastern or North African,5.04,a Facebook call Priya or messenger
687a5256731e060331d86431adc09306,hey facebook increase volume,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",5.04,her first book increase volume
29c3fc27fe0d4817eca084e0e0ba7080,if it's a boy can you start with the letter t,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",5.0,if it's a boy can you start with the letter t
cbcbdfd4bacd2afd53d97e768acf6c43,send text message to rohit to come and meet me in the class,18 - 22,male,Hindi,Low,Middle Eastern or North African,5.0,send text message to Rohit to come and meet me in the class
3eb6ddcb048e005ae6ffcf6da59ad923,hey facebook message the book club that that tomorrow's meeting is canceled,31 - 45,female,English,Low,"Asian, South Asian or Asian American",5.0,hey Facebook messaged the book club that the tomorrow's meeting is canceled
786162c701cdb936561e6fe06bef343e,hey facebook unmute my smartwatch,31 - 45,male,English,Low,Black or African American,5.0,hi Facebook on mute my SmartWatch
93635deaab5567bf84e38fa686a2b461,hey facebook send this video to my friend,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",4.991625,hey Facebook send this video to my friend
017f2210ce80a8e89532d1f4dae527b3,text danny asking where did you purchase your last concert tickets,31 - 45,female,English,Medium,"Native American, American Indian, or Alaska Native",4.991625,text Danny asking where did you purchase your last concert tickets
e8002d9da51605b7b5160722f8524272,stop the music,31 - 45,male,English,Low,Black or African American,4.9703125,stopped music
3fbb465523733a2abb3a4442994c7f1f,hey facebook set online status available,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.96,hey Facebook set online status available
fbb7539cd05190b3f21d55b36c507a9e,hey facebook go to camera and take picture,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",4.96,a Facebook go to camera and take picture
731acea64081f3426951f86703555b2c,hey facebook go to camera and snap picture,18 - 22,male,Hindi,Low,Middle Eastern or North African,4.96,a Facebook go to camera and snap picture
40b5d277295280f08fcccddb269d142f,reply yes it's so amazing we just bought our first home,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",4.949,reply yes it's so amazing we just bought our first home
cab41b9b8e10da9d5b44412871aca8b1,hey facebook go to next song,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",4.927625,hey Facebook go to next song
1f62f2e30adcefa538bad4121422931f,video call ryan,46 - 65,female,English,Low,White,4.92,video call Ryan
77ee66f8766dd80e0887486d1b3bf05c,send text message i would love to visit doha again,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",4.92,send text message I would love to visit DHA again
5bacf8508fa01200cb8f03bfed18a35b,hey facebook switch to available,46 - 65,female,English,Medium,White,4.899,hey Facebook switch to available
b3bafd3361f479fbbebca811f108b2ff,hey facebook how can i mute my notification,18 - 22,male,Hindi,Low,Middle Eastern or North African,4.88,a Facebook how can I mute my notification
868d0afe172de42782cf356fd807fca1,hey facebook add friend one to current call,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",4.863625,hey Facebook add friend want to current call
9a72a9eb8756e916d469f3af5573965a,hey facebook set whatsapp status to online,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",4.8423125,hey Facebook set WhatsApp status to online
7c3ccf9022ee201b7f8c91ea1e130d71,hey facebook share video through gmail,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",4.8423125,hey Facebook share video through Gmail
41a3a22448df681f56ecbf50968df03b,hey facebook please mute my announcements,18 - 22,male,Hindi,Low,Middle Eastern or North African,4.84,hey Facebook please mute my announcements
51c33e92283ca2e4392d7f807b2f4f81,add this song to my playlist,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.84,add this song to my playlist
22fe008aba6d3e7d26d65fbecfaa51a5,i would always like to visit the waterfalls in atlanta,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.84,I would always like to visit the waterfalls in Atlanta
0f8dee1af8b0b1ee1159285ae167e19c,hey facebook pause the music,31 - 45,male,English,Medium,Black or African American,4.84,Facebook post the music
ab9bad6d346f0c58614c41bff2a3955f,hey facebook go to camera and snap picture,18 - 22,male,Hindi,Low,Middle Eastern or North African,4.84,a Facebook go to camera and snap picture
2529cee9d1dcf201a66bac5c2c45ef17,get all the birthday gifts from macy's,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.8,get all the birthday gifts from Macy's
261fb7c4165fd9336601fae972a8fe61,hey facebook delete the conversation from the group,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.8,hey Facebook delete the conversation from the group
3336c750afb4e08be2d4a4059f5c39a7,hey facebook unmute smartwatch,18 - 22,male,English,Low,White,4.799625,hey Facebook unmute smartwatch
b7159b69584ed58c1e3d14dc1cf79095,hey facebook open the messenger app,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",4.7783125,hey Facebook open the messenger app
c0ac81eb3117bb1ae01c019800976cb0,hey facebook can you erase this video,18 - 22,male,English,Low,White,4.735625,hey Facebook can you erase this video
8a22dda286a4a72ada0cb1b2c53fc308,hey facebook set status to unavailable,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.72,your Facebook set status to unavailable
fe56b9c184e7d9aca7f7f20365caa15b,hey facebook make a screenshot,46 - 65,male,English,Low,White,4.693,hey Facebook make a screenshot
a7b9ef9c2b71b1a9c10660feac479aed,hey facebook call rohit on messenger app,18 - 22,male,Hindi,Low,Middle Eastern or North African,4.68,a Facebook call Rohit on messenger hub
57d0a15cf2754612cc7fc1f42d076a28,hey facebook take a picture,31 - 45,female,English,Medium,"Asian, South Asian or Asian American",4.68,hey Facebook take a picture
80154605a95753005037421076bab0b0,hey facebook stop notifications from the group,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.64,hey Facebook stop notifications from the group
a3577307149614da872416d08a0cf317,does this toy make a good birthday gift,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.6,does this toy make a good birthday gift
6f55eb6e40885798da6f9c54254afd6f,favorite tv show is about to start i will text you afterwards,31 - 45,female,English,Medium,White,4.5863125,favorite TV show is about to start I will text you afterwards
ac47ddc01337e288c397bdcb03aecc8b,hey now i want pandora station,31 - 45,female,Urdu,Low,"Asian, South Asian or Asian American",4.5863125,hey now I want Pandora station
23ac5e8b4f92c31f32af81f58d35862b,second by gwen,31 - 45,male,English,Low,Black or African American,4.565,seeking by going
5699242804b7856dd2be333128378080,hey facebook ignore tom's message,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.56,hey Facebook ignore Tom's message
42ea4dd7e05f7dcefc43892fe706b70d,hey facebook stop the songs,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",4.5223125,hey Facebook stop the songs
4a2ed258c148862803472c859eb8703b,hey facebook increase volume to ten,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.52,hey Facebook increase volume to 10
8bc690b3d537f07f47766f7bc930074d,hey facebook call rohan on messenger app,18 - 22,male,Hindi,Low,Middle Eastern or North African,4.52,a Facebook call Rohan on messenger hub
564d657b2b2de6c3cd91ff87dc41f1a2,let's get together to plan this surprise birthday party,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",4.479625,let's get together to plan this surprise birthday party
9c76534b9909caa56bbbc2513ddabf46,reply to ashley do you wanna come over and hang out,18 - 22,female,English,Low,"Hispanic, Latino, or Spanish",4.479625,reply to Ashley do you want to come over and hang out
d123a589b0d4615f30e16e3604432b4f,add this to my liked songs,23 - 30,female,English,Low,"Native American, American Indian, or Alaska Native",4.479625,add this to my liked songs
66152e5d831aa643427e3f7bed12509a,hey facebook ready camera on,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.44,your Facebook ready camera on
6fb5f4738e44354e9f0418bf4f38beda,hey facebook unmute my notifications,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",4.4,a Facebook unmute my notifications
6896d5e50f503530c0ba2fee6508ee15,search drake album scorpion,18 - 22,male,Hindi,Low,Middle Eastern or North African,4.36,such Drake album scorpion
60e537c445682cecd1028a7b9a2c21e2,who is the singer of this song,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",4.3303125,who is the singer of this song
e4013f8f9ae6859da885f8589ad44521,hey facebook call rohan on my phone,18 - 22,male,Hindi,Low,Middle Eastern or North African,4.32,f Facebook call Rohan on my phone
cac5e1e721591078e0c4b35611714e8b,hey facebook unmute notifications,31 - 45,male,English,Low,Black or African American,4.309,hey Facebook unmute notifications
51fb8f271758130de3f8a471ba90bc38,hey i'm missing you,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",4.287625,hey I'm missing you
5d967dcb6cd78e28ac98634a8ebe1efb,letting you know that i'm on my way see you soon,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",4.245,letting you know that I'm on my way see you soon
3f9697068ba57b9432caa8f7ad877e77,i like this song very much,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",4.2023125,I like this song very much
7131e408c9e8b3017edadff85b14666d,hey facebook put me online,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",4.2,a Facebook put me online
d0f343decf9539aa0ce9926eaf231141,hey facebook show battery life,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",4.181,hey Facebook show battery life
44784e541ed8d06b757a9dfb02a21ab2,hey facebook set status available,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.16,your Facebook set status available
0c06232c3d9b875a6fbd21b82734a06d,hi how are you doing,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",4.117,Hi how are you doing
62ef0c226416bcc799be1b64ecb4f2de,hey facebook click camera when ready,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.08,hey Facebook click camera when ready
8423735711a88c50e9dffe055e296e25,hey facebook show me online,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",4.053,hey Facebook show me online
b230528a3c731536257aae5c1a53dc1c,hey facebook video on,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",4.04,hey Facebook video on
89c9535a23b946be1f68e9272aab5cf6,search for best chinese restaurant near me,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",4.031625,search for best Chinese restaurant near me
4f455e4e133adcf1587f57824505becc,let's hook up by two o'clock at the feed,31 - 45,male,English,Medium,Native Hawaiian or Other Pacific Islander,4.0161875,let's look up by 2:00 at the feed
9a64bd5293c52a2a5288230e7594be65,hey facebook take a picture of me,31 - 45,female,English,Medium,"Asian, South Asian or Asian American",4.0,hey Facebook take a picture of me
59c9df8a64db7d8cfd2b79e197676e99,text my dad that i'm headed there now,18 - 22,male,English,Low,White,3.967625,text my dad that I'm headed there now
c8672c7ec4d916f08a3e04a7d80199da,text to group chat i need advice y'all,18 - 22,female,English,Low,"Native American, American Indian, or Alaska Native",3.967625,text the group chat I need advice y'all
68b7eb99131b8eae56927605c73670c6,hey facebook say i'm online,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",3.8823125,hey Facebook say I'm online
64b98454fa5a7d7fcd3cb539d5095a65,hey facebook record video,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",3.88,hey Facebook record video
f1c1bb921806e1b1049f135b22886771,hey facebook put me online,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",3.84,a Facebook puts me online
6d07cb16c38a7b151b2dd9caff051c97,is everything okay today,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",3.8183125,is everything okay today
b97bfa84e3432c593fedbeb7e8a2d9d5,hey facebook play the next song,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",3.8183125,hey Facebook play the next song
f54ac87bff0a88d28ea1bcd66b4d7faf,hey facebook turn on notifications,18 - 22,male,English,Low,White,3.797,hey Facebook turn on notifications
3670dca9262e786d35db52c5c0be20ae,play iheartradio,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",3.797,Play I Heart Radio
b228dbcde603517364bd17e4181efb47,hey facebook answer my call,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",3.797,hey Facebook answer my call
2791d867655d0bc6badaa3f590462432,hey facebook turn on notifications,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",3.775625,hey Facebook turn on notifications
3e6d3eb0870c5b17e601c87e109612e5,save this song to my playlist,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",3.733,save this song to my playlist
8f5b0faf55a9a4dd1df352570b74c82d,delete from the playlist,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",3.72,delete from the playlist
eae60791166fbcd4cb60c835a7cd417e,hey facebook go to next thread,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",3.669,hey Facebook go to next thread
08e6b5e9ca522509c8a7eee01fb33e43,play spotify playlist number two,18 - 22,male,English,Low,White,3.6263125,play Spotify playlist number 2
63b5bab8832b769f20c30163214ce7a3,hey facebook i'd like my meditation playlist in spotify please,31 - 45,female,English,Medium,"Asian, South Asian or Asian American",3.6066875,hey Facebook I'd like my meditation playlist in Spotify please
c4d60d87fc425d283f8d3d8703ce73b4,remove song from playlist,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",3.605,remove song from playlist
736a04654eee299a888b4bc3588422d8,hey facebook mute all notifications,46 - 65,male,English,Affluent,White,3.5623125,hey Facebook mute all notifications
af016ed35dfd24014c9ac6e952c49c40,display latest english movies,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",3.5623125,display latest English movies
be88c14aa1fe41e836fa536375ef86ac,hey can you turn off the music,18 - 22,female,English,Low,"Asian, South Asian or Asian American",3.519625,hey can you turn off the music
028b73b6908313527ffe9058d029894e,show all local iheartradio stations,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",3.4983125,sure local I had radio stations
fe37b1a9ee29efc9aaa3dbe68ab64106,please stop the current music,18 - 22,male,Hindi,Low,"Asian, South Asian or Asian American",3.44,please stop the current music
2ffbc79ebefef7d37a491c83e53662a1,hey facebook i wanna get a picture,31 - 45,male,English,Affluent,"Native American, American Indian, or Alaska Native",3.44,hey Facebook I want to get a picture
afa05362150d63cbfb86463d1ce7398e,search anyone,18 - 22,male,Hindi,Low,Middle Eastern or North African,3.44,such anyone
c9d977837366c90c5f7350a83607fe79,hey facebook pick up call,31 - 45,female,Hindi,Affluent,"Asian, South Asian or Asian American",3.413,hey Facebook pick up call
b3fcff57ce283f316dfc518f62daac4c,please search hello,18 - 22,male,Hindi,Low,Middle Eastern or North African,3.4,please search hello
916c5e26db3a8f3a06c2eb89030bf824,hey facebook toggle video,46 - 65,male,Urdu,Affluent,"Asian, South Asian or Asian American",3.391625,hey Facebook toggle video
957e22ea4d62de4ca6a86529fcd70575,shuffle playback,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",3.16,Shuffle playback
2beb0326a57201fa932c9d3e58c74f82,save this song,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",3.16,save this song
8e7154e798862ef820b3667b4c8546c5,like the song,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",3.12,like the song
493f1148d9afff6cf3599cb35dd70b8b,resume music,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",3.08,resume music
7381ffa6f9c03559d311c69a10b40942,stop playing,46 - 65,female,Urdu,Low,"Asian, South Asian or Asian American",3.08,stop playing
943e02c81634afdaf66465de2f8cfdea,pause the music,31 - 45,female,English,Medium,White,3.08,pause the music
63f32772868848fc54edf09931d281b3,hey facebook end call,18 - 22,female,English,Low,"Hispanic, Latino, or Spanish",2.8583125,hey Facebook and call
dbafbbb1c9f14572eec23326c6afb00a,hey facebook play back music,31 - 45,female,English,Low,"Native American, American Indian, or Alaska Native",2.72,hey Facebook playback music
2dbcc16d3b635b68d63ebcad70e43310,send a text message,18 - 22,male,English,Medium,White,1.92,sent a text message
